date	name	code	newAdmissions	covidOccupiedMVBeds	hospitalCases	newPillarOneTestsByPublishDate	newPillarTwoTestsByPublishDate	newPillarThreeTestsByPublishDate	newPillarFourTestsByPublishDate	newDeathsByDeathDate	newCasesBySpecimenDate
2020-02-08	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-08	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-08	England	E92000001	586	0	0	0	0	0	0	0	5
2020-02-08	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-08	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-08	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-09	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-09	South East	E40000005	103	0	0	0	0	0	0	0	1
2020-02-09	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-09	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-09	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-09	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-09	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-09	England	E92000001	586	0	0	0	0	0	0	0	1
2020-02-09	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-09	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-09	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-10	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-10	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-10	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-10	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-10	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-10	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-10	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-10	England	E92000001	586	0	0	0	0	0	0	0	0
2020-02-10	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-10	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-10	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-11	London	E40000003	240	0	0	0	0	0	0	0	1
2020-02-11	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-11	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-11	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-11	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-11	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-11	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-11	England	E92000001	586	0	0	0	0	0	0	0	1
2020-02-11	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-11	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-11	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-12	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-12	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-12	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-12	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-12	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-12	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-12	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-12	England	E92000001	586	0	0	0	0	0	0	0	0
2020-02-12	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-12	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-12	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-13	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-13	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-13	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-13	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-13	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-13	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-13	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-13	England	E92000001	586	0	0	0	0	0	0	0	0
2020-02-13	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-13	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-13	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-14	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-14	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-14	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-14	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-14	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-14	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-14	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-14	England	E92000001	586	0	0	0	0	0	0	0	0
2020-02-14	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-14	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-14	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-15	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-15	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-15	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-15	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-15	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-15	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-15	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-15	England	E92000001	586	0	0	0	0	0	0	0	0
2020-02-15	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-15	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-15	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-16	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-16	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-16	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-16	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-16	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-16	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-16	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-16	England	E92000001	586	0	0	0	0	0	0	0	0
2020-02-16	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-16	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-16	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-17	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-17	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-17	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-17	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-17	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-17	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-17	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-17	England	E92000001	586	0	0	0	0	0	0	0	0
2020-02-17	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-17	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-17	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-18	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-18	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-18	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-18	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-18	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-18	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-18	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-18	England	E92000001	586	0	0	0	0	0	0	0	0
2020-02-18	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-18	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-18	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-19	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-19	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-19	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-19	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-19	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-19	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-19	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-19	England	E92000001	586	0	0	0	0	0	0	0	0
2020-02-19	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-19	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-19	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-20	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-20	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-20	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-20	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-20	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-20	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-20	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-20	England	E92000001	586	0	0	0	0	0	0	0	0
2020-02-20	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-20	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-20	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-21	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-21	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-21	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-21	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-21	Midlands	E40000008	96	0	0	0	0	0	0	0	1
2020-02-21	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-21	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-21	England	E92000001	586	0	0	0	0	0	0	0	1
2020-02-21	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-21	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-21	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-22	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-22	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-22	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-22	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-22	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-22	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-22	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-22	England	E92000001	586	0	0	0	0	0	0	0	0
2020-02-22	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-22	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-22	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-23	London	E40000003	240	0	0	0	0	0	0	0	0
2020-02-23	South East	E40000005	103	0	0	0	0	0	0	0	1
2020-02-23	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-23	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-23	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-23	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-23	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-23	England	E92000001	586	0	0	0	0	0	0	0	1
2020-02-23	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-23	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-23	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-24	London	E40000003	240	0	0	0	0	0	0	0	1
2020-02-24	South East	E40000005	103	0	0	0	0	0	0	0	1
2020-02-24	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-24	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-24	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-24	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-24	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-24	England	E92000001	586	0	0	0	0	0	0	0	2
2020-02-24	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-24	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-24	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-25	London	E40000003	240	0	0	0	0	0	0	0	3
2020-02-25	South East	E40000005	103	0	0	0	0	0	0	0	1
2020-02-25	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-25	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-25	Midlands	E40000008	96	0	0	0	0	0	0	0	1
2020-02-25	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-25	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-25	England	E92000001	586	0	0	0	0	0	0	0	5
2020-02-25	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-25	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-25	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-26	London	E40000003	240	0	0	0	0	0	0	0	2
2020-02-26	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-02-26	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-26	East of England	E40000007	23	0	0	0	0	0	0	0	1
2020-02-26	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-26	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-26	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-26	England	E92000001	586	0	0	0	0	0	0	0	4
2020-02-26	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-26	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-26	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-27	London	E40000003	240	0	0	0	0	0	0	0	2
2020-02-27	South East	E40000005	103	0	0	0	0	0	0	0	2
2020-02-27	South West	E40000006	29	0	0	0	0	0	0	0	1
2020-02-27	East of England	E40000007	23	0	0	0	0	0	0	0	1
2020-02-27	Midlands	E40000008	96	0	0	0	0	0	0	0	0
2020-02-27	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	2
2020-02-27	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-27	England	E92000001	586	0	0	0	0	0	0	0	7
2020-02-27	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-27	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-27	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-02-28	London	E40000003	240	0	0	0	0	0	0	0	3
2020-02-28	South East	E40000005	103	0	0	0	0	0	0	0	2
2020-02-28	South West	E40000006	29	0	0	0	0	0	0	0	0
2020-02-28	East of England	E40000007	23	0	0	0	0	0	0	0	2
2020-02-28	Midlands	E40000008	96	0	0	0	0	0	0	0	1
2020-02-28	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	3
2020-02-28	North West	E40000010	47	0	0	0	0	0	0	0	1
2020-02-28	England	E92000001	586	0	0	0	0	0	0	0	11
2020-02-28	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-28	Scotland	S92000003	5	0	0	0	0	0	0	0	1
2020-02-28	Wales	W92000004	32	16	110	0	0	0	0	0	0
2020-02-29	London	E40000003	240	0	0	0	0	0	0	0	1
2020-02-29	South East	E40000005	103	0	0	0	0	0	0	0	2
2020-02-29	South West	E40000006	29	0	0	0	0	0	0	0	0
2020-02-29	East of England	E40000007	23	0	0	0	0	0	0	0	0
2020-02-29	Midlands	E40000008	96	0	0	0	0	0	0	0	1
2020-02-29	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	1
2020-02-29	North West	E40000010	47	0	0	0	0	0	0	0	0
2020-02-29	England	E92000001	586	0	0	0	0	0	0	0	5
2020-02-29	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-02-29	Scotland	S92000003	5	0	0	0	0	0	0	0	0
2020-02-29	Wales	W92000004	32	16	110	0	0	0	0	0	0
2020-03-01	London	E40000003	240	0	0	0	0	0	0	0	4
2020-03-01	South East	E40000005	103	0	0	0	0	0	0	0	0
2020-03-01	South West	E40000006	29	0	0	0	0	0	0	0	3
2020-03-01	East of England	E40000007	23	0	0	0	0	0	0	0	1
2020-03-01	Midlands	E40000008	96	0	0	0	0	0	0	0	3
2020-03-01	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	3
2020-03-01	North West	E40000010	47	0	0	0	0	0	0	0	7
2020-03-01	England	E92000001	586	0	0	0	0	0	0	0	20
2020-03-01	Northern Ireland	N92000002	0	0	11	0	0	0	0	0	0
2020-03-01	Scotland	S92000003	5	0	0	0	0	0	0	0	2
2020-03-01	Wales	W92000004	32	16	110	0	0	0	0	0	0
2020-03-02	London	E40000003	240	0	0	0	0	0	0	0	12
2020-03-02	South East	E40000005	103	0	0	0	0	0	0	0	1
2020-03-02	South West	E40000006	29	0	0	0	0	0	0	0	8
2020-03-02	East of England	E40000007	23	0	0	0	0	0	0	1	0
2020-03-02	Midlands	E40000008	96	0	0	0	0	0	0	0	6
2020-03-02	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	4
2020-03-02	North West	E40000010	47	0	0	0	0	0	0	0	6
2020-03-02	England	E92000001	586	0	0	0	0	0	0	1	38
2020-03-02	Northern Ireland	N92000002	1	0	12	0	0	0	0	0	0
2020-03-02	Scotland	S92000003	11	0	0	0	0	0	0	0	1
2020-03-02	Wales	W92000004	32	16	110	0	0	0	0	0	0
2020-03-03	London	E40000003	240	0	0	0	0	0	0	0	6
2020-03-03	South East	E40000005	103	0	0	0	0	0	0	1	9
2020-03-03	South West	E40000006	29	0	0	0	0	0	0	0	10
2020-03-03	East of England	E40000007	23	0	0	0	0	0	0	0	7
2020-03-03	Midlands	E40000008	96	0	0	0	0	0	0	1	8
2020-03-03	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	5
2020-03-03	North West	E40000010	47	0	0	0	0	0	0	0	7
2020-03-03	England	E92000001	586	0	0	0	0	0	0	2	53
2020-03-03	Northern Ireland	N92000002	0	0	12	0	0	0	0	0	0
2020-03-03	Scotland	S92000003	13	0	0	0	0	0	0	0	3
2020-03-03	Wales	W92000004	32	16	110	0	0	0	0	0	0
2020-03-04	London	E40000003	240	0	0	0	0	0	0	0	18
2020-03-04	South East	E40000005	103	0	0	0	0	0	0	0	7
2020-03-04	South West	E40000006	29	0	0	0	0	0	0	0	6
2020-03-04	East of England	E40000007	23	0	0	0	0	0	0	0	7
2020-03-04	Midlands	E40000008	96	0	0	0	0	0	0	0	5
2020-03-04	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	3
2020-03-04	North West	E40000010	47	0	0	0	0	0	0	0	2
2020-03-04	England	E92000001	586	0	0	0	0	0	0	0	49
2020-03-04	Northern Ireland	N92000002	0	0	12	0	0	0	0	0	0
2020-03-04	Scotland	S92000003	10	0	0	0	0	0	0	0	6
2020-03-04	Wales	W92000004	32	16	110	0	0	0	0	0	1
2020-03-05	London	E40000003	240	0	0	0	0	0	0	0	14
2020-03-05	South East	E40000005	103	0	0	0	0	0	0	2	5
2020-03-05	South West	E40000006	29	0	0	0	0	0	0	0	3
2020-03-05	East of England	E40000007	23	0	0	0	0	0	0	0	1
2020-03-05	Midlands	E40000008	96	0	0	0	0	0	0	0	9
2020-03-05	North East and Yorkshire	E40000009	48	0	0	0	0	0	0	0	3
2020-03-05	North West	E40000010	47	0	0	0	0	0	0	0	10
2020-03-05	England	E92000001	586	0	0	0	0	0	0	3	46
2020-03-05	Northern Ireland	N92000002	1	0	13	0	0	0	0	0	2
2020-03-05	Scotland	S92000003	19	0	0	0	0	0	0	0	2
2020-03-05	Wales	W92000004	32	16	110	0	0	0	0	0	0
2020-03-06	London	E40000003	240	0	0	0	0	0	0	0	24
2020-03-06	South East	E40000005	103	0	0	0	0	0	0	0	16
2020-03-06	South West	E40000006	29	0	0	0	0	0	0	0	11
