code	date	type	gender	0_to_5	6_to_17	18_to_64	65_to_84	85+
E12000006	2020-03-16 00:00:00	TotalPositive	Male	0.0	1.0	86.0	32.0	1.0
E12000007	2020-03-16 00:00:00	TotalPositive	Male	9.0	6.0	406.0	228.0	88.0
E12000002	2020-03-16 00:00:00	TotalPositive	Male	0.0	1.0	88.0	46.0	12.0
E92000001	2020-03-16 00:00:00	TotalPositive	Male	12.0	23.0	993.0	570.0	186.0
E12000008	2020-03-16 00:00:00	TotalPositive	Male	0.0	3.0	134.0	78.0	27.0
E12000007	2020-03-17 00:00:00	TotalPositive	Male	11.0	7.0	464.0	307.0	114.0
E12000008	2020-03-17 00:00:00	TotalPositive	Male	0.0	3.0	144.0	105.0	35.0
E92000001	2020-03-17 00:00:00	TotalPositive	Male	15.0	25.0	1125.0	734.0	246.0
E12000009	2020-03-17 00:00:00	TotalPositive	Male	0.0	2.0	75.0	26.0	15.0
E12000006	2020-03-17 00:00:00	TotalPositive	Male	0.0	2.0	96.0	40.0	3.0
E12000002	2020-03-17 00:00:00	TotalPositive	Male	0.0	1.0	102.0	60.0	16.0
E12000002	2020-03-18 00:00:00	TotalPositive	Male	0.0	1.0	122.0	81.0	22.0
E12000009	2020-03-18 00:00:00	TotalPositive	Male	0.0	2.0	83.0	39.0	19.0
E92000001	2020-03-18 00:00:00	TotalPositive	Male	21.0	25.0	1347.0	905.0	329.0
E12000006	2020-03-18 00:00:00	TotalPositive	Male	0.0	2.0	122.0	56.0	8.0
E12000008	2020-03-18 00:00:00	TotalPositive	Male	3.0	3.0	167.0	127.0	50.0
E12000007	2020-03-18 00:00:00	TotalPositive	Male	14.0	7.0	545.0	365.0	147.0
E12000006	2020-03-19 00:00:00	TotalPositive	Male	0.0	2.0	137.0	75.0	12.0
E12000002	2020-03-19 00:00:00	TotalPositive	Male	1.0	2.0	140.0	97.0	27.0
E12000008	2020-03-19 00:00:00	TotalPositive	Male	3.0	4.0	196.0	157.0	59.0
E12000007	2020-03-19 00:00:00	TotalPositive	Male	15.0	7.0	650.0	425.0	173.0
E12000009	2020-03-19 00:00:00	TotalPositive	Male	0.0	2.0	84.0	46.0	20.0
E92000001	2020-03-19 00:00:00	TotalPositive	Male	26.0	27.0	1568.0	1092.0	397.0
E12000009	2020-03-20 00:00:00	TotalPositive	Male	0.0	2.0	96.0	58.0	24.0
E12000002	2020-03-20 00:00:00	TotalPositive	Male	1.0	2.0	157.0	113.0	31.0
E92000001	2020-03-20 00:00:00	TotalPositive	Male	31.0	32.0	1852.0	1307.0	489.0
E12000007	2020-03-20 00:00:00	TotalPositive	Male	18.0	9.0	778.0	511.0	197.0
E12000008	2020-03-20 00:00:00	TotalPositive	Male	4.0	4.0	232.0	178.0	74.0
E12000006	2020-03-20 00:00:00	TotalPositive	Male	0.0	2.0	154.0	86.0	25.0
E92000001	2020-03-21 00:00:00	TotalPositive	Male	36.0	37.0	2111.0	1533.0	581.0
E12000007	2020-03-21 00:00:00	TotalPositive	Male	20.0	10.0	872.0	590.0	224.0
E12000002	2020-03-21 00:00:00	TotalPositive	Male	1.0	3.0	190.0	136.0	39.0
E12000009	2020-03-21 00:00:00	TotalPositive	Male	1.0	2.0	111.0	67.0	27.0
E12000008	2020-03-21 00:00:00	TotalPositive	Male	4.0	4.0	269.0	200.0	87.0
E12000006	2020-03-21 00:00:00	TotalPositive	Male	0.0	3.0	168.0	102.0	31.0
E12000008	2020-03-22 00:00:00	TotalPositive	Male	6.0	5.0	300.0	247.0	96.0
E92000001	2020-03-22 00:00:00	TotalPositive	Male	41.0	41.0	2390.0	1842.0	659.0
E12000009	2020-03-22 00:00:00	TotalPositive	Male	1.0	2.0	119.0	80.0	32.0
E12000002	2020-03-22 00:00:00	TotalPositive	Male	1.0	3.0	214.0	161.0	50.0
E12000006	2020-03-22 00:00:00	TotalPositive	Male	1.0	4.0	193.0	131.0	33.0
E12000007	2020-03-22 00:00:00	TotalPositive	Male	22.0	12.0	986.0	686.0	260.0
E92000001	2020-03-23 00:00:00	TotalPositive	Male	59.0	52.0	2880.0	2271.0	852.0
E12000007	2020-03-23 00:00:00	TotalPositive	Male	28.0	13.0	1178.0	815.0	333.0
E12000006	2020-03-23 00:00:00	TotalPositive	Male	5.0	5.0	246.0	174.0	49.0
E12000008	2020-03-23 00:00:00	TotalPositive	Male	7.0	8.0	368.0	309.0	118.0
E12000009	2020-03-23 00:00:00	TotalPositive	Male	2.0	2.0	130.0	99.0	40.0
E12000002	2020-03-23 00:00:00	TotalPositive	Male	3.0	3.0	248.0	198.0	66.0
E12000009	2020-03-24 00:00:00	TotalPositive	Male	2.0	2.0	138.0	118.0	46.0
E12000002	2020-03-24 00:00:00	TotalPositive	Male	4.0	4.0	316.0	254.0	95.0
E92000001	2020-03-24 00:00:00	TotalPositive	Male	70.0	58.0	3340.0	2712.0	1026.0
E12000006	2020-03-24 00:00:00	TotalPositive	Male	6.0	6.0	281.0	212.0	67.0
E12000008	2020-03-24 00:00:00	TotalPositive	Male	8.0	9.0	421.0	362.0	140.0
E12000007	2020-03-24 00:00:00	TotalPositive	Male	29.0	14.0	1339.0	944.0	373.0
E12000009	2020-03-25 00:00:00	TotalPositive	Male	2.0	2.0	163.0	155.0	53.0
E12000007	2020-03-25 00:00:00	TotalPositive	Male	32.0	16.0	1572.0	1086.0	428.0
E92000001	2020-03-25 00:00:00	TotalPositive	Male	82.0	66.0	3882.0	3213.0	1202.0
E12000006	2020-03-25 00:00:00	TotalPositive	Male	7.0	7.0	327.0	260.0	90.0
E12000008	2020-03-25 00:00:00	TotalPositive	Male	10.0	9.0	488.0	430.0	170.0
E12000002	2020-03-25 00:00:00	TotalPositive	Male	4.0	4.0	371.0	307.0	106.0
E12000007	2020-03-26 00:00:00	TotalPositive	Male	35.0	17.0	1791.0	1219.0	489.0
E12000009	2020-03-26 00:00:00	TotalPositive	Male	2.0	2.0	186.0	188.0	67.0
E12000002	2020-03-26 00:00:00	TotalPositive	Male	4.0	7.0	441.0	403.0	139.0
E92000001	2020-03-26 00:00:00	TotalPositive	Male	90.0	74.0	4467.0	3782.0	1435.0
E12000008	2020-03-26 00:00:00	TotalPositive	Male	12.0	11.0	561.0	497.0	201.0
E12000006	2020-03-26 00:00:00	TotalPositive	Male	7.0	7.0	371.0	318.0	114.0
E12000007	2020-03-27 00:00:00	TotalPositive	Male	37.0	21.0	2044.0	1391.0	537.0
E12000008	2020-03-27 00:00:00	TotalPositive	Male	13.0	13.0	636.0	566.0	232.0
E92000001	2020-03-27 00:00:00	TotalPositive	Male	102.0	84.0	5110.0	4388.0	1648.0
E12000006	2020-03-27 00:00:00	TotalPositive	Male	10.0	7.0	423.0	383.0	144.0
E12000002	2020-03-27 00:00:00	TotalPositive	Male	5.0	7.0	513.0	482.0	170.0
E12000009	2020-03-27 00:00:00	TotalPositive	Male	2.0	4.0	213.0	227.0	79.0
E12000007	2020-03-28 00:00:00	TotalPositive	Male	44.0	23.0	2232.0	1502.0	569.0
E92000001	2020-03-28 00:00:00	TotalPositive	Male	116.0	88.0	5687.0	4945.0	1846.0
E12000006	2020-03-28 00:00:00	TotalPositive	Male	10.0	7.0	466.0	434.0	162.0
E12000009	2020-03-28 00:00:00	TotalPositive	Male	2.0	4.0	235.0	253.0	89.0
E12000002	2020-03-28 00:00:00	TotalPositive	Male	5.0	7.0	581.0	576.0	198.0
E12000008	2020-03-28 00:00:00	TotalPositive	Male	14.0	13.0	711.0	636.0	267.0
E12000009	2020-03-29 00:00:00	TotalPositive	Male	2.0	4.0	258.0	283.0	98.0
E12000002	2020-03-29 00:00:00	TotalPositive	Male	5.0	8.0	656.0	658.0	225.0
E12000007	2020-03-29 00:00:00	TotalPositive	Male	46.0	25.0	2424.0	1611.0	606.0
E92000001	2020-03-29 00:00:00	TotalPositive	Male	127.0	96.0	6257.0	5518.0	2037.0
E12000008	2020-03-29 00:00:00	TotalPositive	Male	16.0	13.0	773.0	706.0	299.0
E12000006	2020-03-29 00:00:00	TotalPositive	Male	10.0	8.0	504.0	490.0	182.0
E92000001	2020-03-30 00:00:00	TotalPositive	Male	138.0	108.0	7116.0	6237.0	2335.0
E12000008	2020-03-30 00:00:00	TotalPositive	Male	20.0	14.0	884.0	808.0	344.0
E12000002	2020-03-30 00:00:00	TotalPositive	Male	6.0	10.0	778.0	754.0	277.0
E12000006	2020-03-30 00:00:00	TotalPositive	Male	10.0	8.0	583.0	559.0	215.0
E12000007	2020-03-30 00:00:00	TotalPositive	Male	48.0	27.0	2676.0	1767.0	652.0
E12000009	2020-03-30 00:00:00	TotalPositive	Male	2.0	5.0	288.0	337.0	114.0
E12000008	2020-03-31 00:00:00	TotalPositive	Male	20.0	16.0	991.0	901.0	393.0
E12000009	2020-03-31 00:00:00	TotalPositive	Male	4.0	6.0	319.0	364.0	130.0
E12000006	2020-03-31 00:00:00	TotalPositive	Male	10.0	9.0	656.0	636.0	256.0
E12000007	2020-03-31 00:00:00	TotalPositive	Male	52.0	30.0	2958.0	1932.0	699.0
E92000001	2020-03-31 00:00:00	TotalPositive	Male	152.0	121.0	8028.0	7061.0	2627.0
E12000002	2020-03-31 00:00:00	TotalPositive	Male	7.0	10.0	899.0	889.0	309.0
E12000006	2020-04-01 00:00:00	TotalPositive	Male	11.0	10.0	730.0	722.0	288.0
E12000008	2020-04-01 00:00:00	TotalPositive	Male	24.0	19.0	1120.0	1004.0	436.0
E92000001	2020-04-01 00:00:00	TotalPositive	Male	165.0	138.0	9040.0	7904.0	2920.0
E12000002	2020-04-01 00:00:00	TotalPositive	Male	7.0	15.0	1053.0	1012.0	347.0
E12000009	2020-04-01 00:00:00	TotalPositive	Male	4.0	7.0	365.0	398.0	150.0
E12000007	2020-04-01 00:00:00	TotalPositive	Male	55.0	34.0	3244.0	2119.0	746.0
E12000006	2020-04-02 00:00:00	TotalPositive	Male	11.0	12.0	837.0	797.0	319.0
E12000002	2020-04-02 00:00:00	TotalPositive	Male	11.0	18.0	1202.0	1176.0	387.0
E12000009	2020-04-02 00:00:00	TotalPositive	Male	4.0	8.0	411.0	440.0	166.0
E12000008	2020-04-02 00:00:00	TotalPositive	Male	26.0	19.0	1226.0	1086.0	478.0
E12000007	2020-04-02 00:00:00	TotalPositive	Male	57.0	41.0	3597.0	2295.0	790.0
E92000001	2020-04-02 00:00:00	TotalPositive	Male	180.0	153.0	10107.0	8701.0	3193.0
E12000002	2020-04-03 00:00:00	TotalPositive	Male	13.0	19.0	1347.0	1314.0	424.0
E12000009	2020-04-03 00:00:00	TotalPositive	Male	5.0	8.0	447.0	472.0	188.0
E12000008	2020-04-03 00:00:00	TotalPositive	Male	26.0	23.0	1342.0	1181.0	510.0
E12000007	2020-04-03 00:00:00	TotalPositive	Male	60.0	42.0	3888.0	2484.0	843.0
E12000006	2020-04-03 00:00:00	TotalPositive	Male	13.0	15.0	926.0	871.0	347.0
E92000001	2020-04-03 00:00:00	TotalPositive	Male	190.0	168.0	11092.0	9503.0	3463.0
E92000001	2020-04-04 00:00:00	TotalPositive	Male	197.0	179.0	11913.0	10162.0	3674.0
E12000006	2020-04-04 00:00:00	TotalPositive	Male	14.0	17.0	988.0	931.0	368.0
E12000007	2020-04-04 00:00:00	TotalPositive	Male	62.0	47.0	4127.0	2614.0	883.0
E12000009	2020-04-04 00:00:00	TotalPositive	Male	5.0	8.0	486.0	511.0	199.0
E12000008	2020-04-04 00:00:00	TotalPositive	Male	27.0	25.0	1447.0	1262.0	535.0
E12000002	2020-04-04 00:00:00	TotalPositive	Male	14.0	20.0	1489.0	1436.0	461.0
E12000006	2020-04-05 00:00:00	TotalPositive	Male	19.0	17.0	1056.0	985.0	401.0
E92000001	2020-04-05 00:00:00	TotalPositive	Male	205.0	184.0	12624.0	10718.0	3905.0
E12000007	2020-04-05 00:00:00	TotalPositive	Male	62.0	48.0	4318.0	2742.0	918.0
E12000009	2020-04-05 00:00:00	TotalPositive	Male	5.0	8.0	506.0	546.0	215.0
E12000008	2020-04-05 00:00:00	TotalPositive	Male	29.0	25.0	1539.0	1337.0	565.0
E12000002	2020-04-05 00:00:00	TotalPositive	Male	14.0	21.0	1613.0	1536.0	502.0
E12000006	2020-04-06 00:00:00	TotalPositive	Male	20.0	17.0	1156.0	1057.0	432.0
E92000001	2020-04-06 00:00:00	TotalPositive	Male	215.0	199.0	13693.0	11447.0	4175.0
E12000008	2020-04-06 00:00:00	TotalPositive	Male	31.0	27.0	1694.0	1422.0	599.0
E12000002	2020-04-06 00:00:00	TotalPositive	Male	14.0	25.0	1801.0	1680.0	562.0
E12000009	2020-04-06 00:00:00	TotalPositive	Male	5.0	9.0	549.0	587.0	227.0
E12000007	2020-04-06 00:00:00	TotalPositive	Male	66.0	52.0	4572.0	2884.0	966.0
E12000002	2020-04-07 00:00:00	TotalPositive	Male	15.0	28.0	1984.0	1812.0	603.0
E12000006	2020-04-07 00:00:00	TotalPositive	Male	20.0	19.0	1259.0	1119.0	458.0
E12000009	2020-04-07 00:00:00	TotalPositive	Male	7.0	9.0	596.0	621.0	245.0
E12000008	2020-04-07 00:00:00	TotalPositive	Male	33.0	30.0	1877.0	1522.0	634.0
E12000007	2020-04-07 00:00:00	TotalPositive	Male	69.0	52.0	4841.0	3049.0	1018.0
E92000001	2020-04-07 00:00:00	TotalPositive	Male	225.0	213.0	14855.0	12149.0	4433.0
E12000002	2020-04-08 00:00:00	TotalPositive	Male	16.0	32.0	2169.0	1949.0	669.0
E12000006	2020-04-08 00:00:00	TotalPositive	Male	20.0	20.0	1352.0	1185.0	500.0
E12000009	2020-04-08 00:00:00	TotalPositive	Male	7.0	10.0	634.0	661.0	272.0
E12000008	2020-04-08 00:00:00	TotalPositive	Male	34.0	32.0	2008.0	1592.0	672.0
E12000007	2020-04-08 00:00:00	TotalPositive	Male	72.0	56.0	5106.0	3172.0	1059.0
E92000001	2020-04-08 00:00:00	TotalPositive	Male	232.0	234.0	15873.0	12801.0	4726.0
E12000002	2020-04-09 00:00:00	TotalPositive	Male	16.0	34.0	2348.0	2073.0	712.0
E12000007	2020-04-09 00:00:00	TotalPositive	Male	72.0	61.0	5345.0	3286.0	1100.0
E12000008	2020-04-09 00:00:00	TotalPositive	Male	35.0	34.0	2136.0	1659.0	714.0
E12000009	2020-04-09 00:00:00	TotalPositive	Male	7.0	10.0	684.0	705.0	290.0
E92000001	2020-04-09 00:00:00	TotalPositive	Male	237.0	248.0	16851.0	13418.0	4966.0
E12000006	2020-04-09 00:00:00	TotalPositive	Male	21.0	22.0	1421.0	1254.0	524.0
E92000001	2020-04-10 00:00:00	TotalPositive	Male	242.0	270.0	17705.0	13916.0	5217.0
E12000002	2020-04-10 00:00:00	TotalPositive	Male	16.0	38.0	2445.0	2165.0	760.0
E12000007	2020-04-10 00:00:00	TotalPositive	Male	73.0	62.0	5544.0	3369.0	1137.0
E12000009	2020-04-10 00:00:00	TotalPositive	Male	7.0	13.0	731.0	741.0	326.0
E12000008	2020-04-10 00:00:00	TotalPositive	Male	36.0	42.0	2278.0	1737.0	753.0
E12000006	2020-04-10 00:00:00	TotalPositive	Male	22.0	23.0	1489.0	1298.0	545.0
E12000006	2020-04-11 00:00:00	TotalPositive	Male	25.0	25.0	1546.0	1343.0	563.0
E92000001	2020-04-11 00:00:00	TotalPositive	Male	255.0	278.0	18379.0	14359.0	5412.0
E12000008	2020-04-11 00:00:00	TotalPositive	Male	37.0	43.0	2368.0	1789.0	783.0
